Age_Group,Occupation,Education,Daily_Free_Time,Learning_Style,Primary_Goal,Current_Productivity,Stress_Level,Focus_Level,Skill_Level,Planet_Focus,Recommended_Missions,Recommended_Habits,Recommended_Daily_Hours,Recommended_XP_Target,Personalized_Plan
45+,Student,High School,3-4 hours,Auditory,Learn React,7,5,9,1,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
25-34,Other,High School,3-4 hours,Auditory,Career Advancement,8,8,4,4,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Engineer,Masters,1-2 hours,Auditory,Creative Writing,9,4,4,6,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
35-44,Student,Bachelors,1-2 hours,Visual,Better Relationships,7,7,6,4,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
18-24,Other,Masters,1-2 hours,Auditory,Career Advancement,5,5,7,6,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Engineer,Bachelors,3-4 hours,Auditory,Career Advancement,5,8,8,8,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Student,Bachelors,1-2 hours,Reading/Writing,Physical Fitness,7,4,5,8,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
45+,Student,Masters,5+ hours,Kinesthetic,Learn React,7,6,9,7,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
18-24,Engineer,Bachelors,1-2 hours,Auditory,Side Projects,7,5,5,10,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
25-34,Manager,Bachelors,1-2 hours,Kinesthetic,Creative Writing,8,8,8,9,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
18-24,Engineer,Masters,3-4 hours,Auditory,Creative Writing,7,7,8,1,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
35-44,Engineer,High School,3-4 hours,Auditory,Career Advancement,6,10,7,7,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Engineer,Bachelors,3-4 hours,Kinesthetic,Career Advancement,5,8,9,9,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
35-44,Designer,Bachelors,5+ hours,Visual,Learn React,5,8,8,7,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
35-44,Student,Masters,1-2 hours,Reading/Writing,Creative Writing,4,4,9,5,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Designer,Bachelors,5+ hours,Kinesthetic,Career Advancement,9,6,4,5,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Engineer,Bachelors,1-2 hours,Visual,Side Projects,6,4,4,3,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
45+,Manager,Bachelors,3-4 hours,Auditory,Better Relationships,7,5,4,5,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
25-34,Student,High School,3-4 hours,Reading/Writing,Physical Fitness,5,6,9,10,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
25-34,Designer,Bachelors,3-4 hours,Visual,Better Relationships,7,7,9,4,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
35-44,Engineer,Bachelors,3-4 hours,Auditory,Financial Stability,5,10,5,9,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Student,Masters,1-2 hours,Visual,Side Projects,8,6,9,8,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
18-24,Manager,Bachelors,3-4 hours,Reading/Writing,Side Projects,9,5,5,2,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
18-24,Engineer,Bachelors,3-4 hours,Kinesthetic,Creative Writing,9,5,4,9,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
18-24,Manager,Bachelors,3-4 hours,Kinesthetic,Mindfulness,7,5,7,4,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
25-34,Manager,Bachelors,3-4 hours,Visual,Mindfulness,8,10,7,1,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
35-44,Engineer,Bachelors,5+ hours,Kinesthetic,Side Projects,6,6,6,2,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
25-34,Student,High School,3-4 hours,Reading/Writing,Creative Writing,7,7,9,10,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
18-24,Designer,PhD,3-4 hours,Reading/Writing,Aesthetic Design,8,7,5,3,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
45+,Engineer,Bachelors,1-2 hours,Auditory,Financial Stability,6,6,9,1,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
35-44,Designer,PhD,3-4 hours,Visual,Aesthetic Design,9,6,4,5,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
25-34,Engineer,Masters,5+ hours,Visual,Side Projects,6,10,4,6,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
25-34,Manager,Masters,3-4 hours,Reading/Writing,Learn React,5,8,4,5,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
18-24,Engineer,PhD,5+ hours,Reading/Writing,Better Relationships,6,5,9,3,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
35-44,Manager,High School,3-4 hours,Auditory,Side Projects,8,7,7,6,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
25-34,Student,Bachelors,3-4 hours,Kinesthetic,Physical Fitness,6,4,6,10,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
25-34,Manager,Bachelors,1-2 hours,Visual,Better Relationships,5,6,7,2,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
25-34,Student,Bachelors,5+ hours,Visual,Side Projects,7,6,7,6,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
18-24,Engineer,Bachelors,5+ hours,Visual,Creative Writing,7,5,7,6,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Manager,Masters,3-4 hours,Kinesthetic,Side Projects,9,9,4,3,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
18-24,Other,High School,3-4 hours,Reading/Writing,Mindfulness,8,4,4,2,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
45+,Student,Bachelors,5+ hours,Kinesthetic,Financial Stability,7,3,9,1,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Designer,Masters,3-4 hours,Kinesthetic,Learn React,6,5,8,10,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
25-34,Other,High School,3-4 hours,Reading/Writing,Creative Writing,7,4,5,9,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
18-24,Engineer,Bachelors,3-4 hours,Visual,Mindfulness,5,4,6,4,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
25-34,Manager,Bachelors,3-4 hours,Reading/Writing,Career Advancement,7,8,8,5,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
25-34,Designer,Bachelors,3-4 hours,Kinesthetic,Creative Writing,8,4,4,9,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Student,Bachelors,1-2 hours,Reading/Writing,Aesthetic Design,7,6,8,4,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
25-34,Student,Bachelors,3-4 hours,Auditory,Learn React,6,4,7,6,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
25-34,Designer,PhD,3-4 hours,Reading/Writing,Side Projects,5,6,7,2,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
18-24,Other,Bachelors,3-4 hours,Reading/Writing,Side Projects,6,8,5,1,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
18-24,Engineer,Bachelors,3-4 hours,Kinesthetic,Financial Stability,9,7,9,9,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
25-34,Designer,Bachelors,3-4 hours,Visual,Better Relationships,9,8,6,8,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
35-44,Engineer,Bachelors,1-2 hours,Reading/Writing,Aesthetic Design,6,10,5,2,Relationships,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
18-24,Manager,Bachelors,3-4 hours,Reading/Writing,Creative Writing,6,7,4,6,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
45+,Designer,High School,1-2 hours,Visual,Learn React,7,7,8,3,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
25-34,Manager,Bachelors,1-2 hours,Kinesthetic,Creative Writing,6,9,8,4,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
